,,,,camas_habilitadas,camas_habilitadas,camas_habilitadas,ingresos_nuevos,ingresos_nuevos,ingresos_nuevos,ingresos_nuevos,hospitalizados,hospitalizados,hospitalizados,egresos_vivos,egresos_vivos,egresos_vivos,defunciones,defunciones,defunciones,defunciones
,,,,internacion,uti,uci,emergencias,internacion,uti,uci,internacion,uti,uci,internacion,uti,uci,emergencias,internacion,uti,uci
departamento,cod_establ,fecha,reporte_diario,,,,,,,,,,,,,,,,,
beni,700866.0,2022-04-17,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-18,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-19,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-21,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-22,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-23,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-24,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-26,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-27,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-28,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-04-29,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-02,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-03,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-05,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-06,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-07,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-08,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-09,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-10,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-11,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-12,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-13,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-16,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-17,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-18,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-19,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-20,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-25,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-26,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-27,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-28,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-05-30,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-02,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-03,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-05,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-06,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-07,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-08,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-09,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-10,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-11,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-12,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-13,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-14,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-15,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-16,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-17,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-19,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-20,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-21,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-25,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-26,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-27,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-28,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-06-30,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-01,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-02,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-03,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-04,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-05,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-09,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-10,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-11,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-12,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-13,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-14,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-15,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-16,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-17,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-18,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-19,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-20,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-21,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-22,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-23,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-25,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-26,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-07-28,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-01,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-02,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-03,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-04,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-05,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-06,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-07,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-08,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-09,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-10,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-11,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-12,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-15,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-16,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-17,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-19,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-21,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-22,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-23,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-24,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-25,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-27,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-28,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-29,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-08-31,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-02,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-04,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-05,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-06,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-09,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-10,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-11,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-12,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-14,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-15,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-16,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-17,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-19,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-20,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-21,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-23,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-25,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-26,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-27,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-28,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-09-30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-01,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-02,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-03,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-04,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-05,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-06,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-07,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-08,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-09,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,700866.0,2022-10-13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-05-08,True,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-09,True,7,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-10,True,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-05-11,True,7,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-12,True,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-14,True,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-05-15,True,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-05-20,True,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-05-21,True,7,0,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0
beni,800011.0,2021-05-22,True,7,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-05-23,True,7,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-24,True,7,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-26,True,7,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-27,True,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
beni,800011.0,2021-05-29,True,7,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-05-30,True,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-05-31,True,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-06-02,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-06-03,True,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-06-06,True,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-06-12,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-06-29,True,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-06-30,True,10,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-06,True,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-08,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-10,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-11,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-12,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-14,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-17,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-18,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-19,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-20,True,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-21,True,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-22,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-23,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-24,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-30,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-07-31,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-01,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-02,True,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-03,True,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-04,True,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-05,True,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-06,True,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-07,True,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-08,True,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-09,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-11,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-12,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-13,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-14,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-15,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-16,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-08-31,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-01,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-03,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-08,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-11,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-13,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-14,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-22,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-29,True,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-09-30,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-03,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-07,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-08,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-09,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-10,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-11,True,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-10-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-14,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-19,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-20,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-22,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-23,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-24,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-25,True,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-29,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-10-30,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-01,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-03,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-09,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-13,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-14,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-15,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-19,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-26,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-11-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-29,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-11-30,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-01,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-02,True,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-12-03,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2021-12-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-07,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-08,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
